year,region_code,business_type,sector_type,small business,large business
2003,DR01,"Arts, Entertainment & Recreation",Goods-Producing Sector,1003.0,22.0
2003,DR01,Accommodation & Food Services,Goods-Producing Sector,2820.0,161.0
2003,DR01,Other Services (excl. Public Administration),Goods-Producing Sector,3652.0,19.0
2003,DR01,Public Administration,Goods-Producing Sector,186.0,112.0
2003,DR02,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,5180.0,116.0
2003,DR02,Mining & Oil & Gas Extraction,Services-Producing Sector,809.0,19.0
2003,DR02,Utilities,Services-Producing Sector,106.0,14.0
2003,DR02,Construction,Services-Producing Sector,24951.0,290.0
2003,DR02,Manufacturing,Services-Producing Sector,8169.0,625.0
2003,DR02,Wholesale Trade,Goods-Producing Sector,13089.0,332.0
2003,DR02,Retail Trade,Goods-Producing Sector,15989.0,516.0
2003,DR02,Transportation & Warehousing (48-49),Goods-Producing Sector,8616.0,208.0
2003,DR02,Information & Cultural Industries,Goods-Producing Sector,4065.0,130.0
2003,DR02,Finance & Insurance,Goods-Producing Sector,10515.0,207.0
2003,DR02,Real Estate & Rental & Leasing,Goods-Producing Sector,19596.0,173.0
2003,DR02,"Professional, Scientific & Technical Services",Goods-Producing Sector,31051.0,312.0
2003,DR02,Management of Companies & Enterprises,Goods-Producing Sector,8985.0,109.0
2003,DR02,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,9973.0,212.0
2003,DR02,Educational Services,Goods-Producing Sector,2235.0,93.0
2003,DR02,Health Care & Social Assistance,Goods-Producing Sector,8551.0,325.0
2003,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,3692.0,113.0
2003,DR02,Accommodation & Food Services,Goods-Producing Sector,8688.0,638.0
2003,DR02,Other Services (excl. Public Administration),Goods-Producing Sector,12266.0,148.0
2003,DR02,Public Administration,Goods-Producing Sector,139.0,70.0
2003,DR03,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,3281.0,25.0
2003,DR03,Mining & Oil & Gas Extraction,Services-Producing Sector,158.0,4.0
2003,DR03,Utilities,Services-Producing Sector,64.0,2.0
2003,DR03,Construction,Services-Producing Sector,5966.0,54.0
2003,DR03,Manufacturing,Services-Producing Sector,1592.0,94.0
2003,DR03,Wholesale Trade,Goods-Producing Sector,1681.0,21.0
2003,DR03,Retail Trade,Goods-Producing Sector,3679.0,106.0
2003,DR03,Transportation & Warehousing (48-49),Goods-Producing Sector,1786.0,22.0
2003,DR03,Information & Cultural Industries,Goods-Producing Sector,307.0,9.0
2003,DR03,Finance & Insurance,Goods-Producing Sector,1558.0,15.0
2003,DR03,Real Estate & Rental & Leasing,Goods-Producing Sector,3315.0,27.0
2003,DR03,"Professional, Scientific & Technical Services",Goods-Producing Sector,3594.0,15.0
2003,DR03,Management of Companies & Enterprises,Goods-Producing Sector,1526.0,8.0
2003,DR03,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,1682.0,13.0
2003,DR03,Educational Services,Goods-Producing Sector,314.0,20.0
2003,DR03,Health Care & Social Assistance,Goods-Producing Sector,1824.0,65.0
2003,DR03,"Arts, Entertainment & Recreation",Goods-Producing Sector,660.0,21.0
2003,DR03,Accommodation & Food Services,Goods-Producing Sector,2140.0,106.0
2003,DR03,Other Services (excl. Public Administration),Goods-Producing Sector,2723.0,9.0
2003,DR03,Public Administration,Goods-Producing Sector,130.0,16.0
2003,DR04,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,1194.0,18.0
2003,DR04,Mining & Oil & Gas Extraction,Services-Producing Sector,77.0,6.0
2003,DR04,Utilities,Services-Producing Sector,32.0,1.0
2003,DR04,Construction,Services-Producing Sector,1632.0,9.0
2003,DR04,Manufacturing,Services-Producing Sector,508.0,26.0
2003,DR04,Wholesale Trade,Goods-Producing Sector,418.0,3.0
2003,DR04,Retail Trade,Goods-Producing Sector,1382.0,32.0
2003,DR04,Transportation & Warehousing (48-49),Goods-Producing Sector,552.0,3.0
2003,DR04,Information & Cultural Industries,Goods-Producing Sector,126.0,2.0
2003,DR04,Finance & Insurance,Goods-Producing Sector,316.0,5.0
2003,DR04,Real Estate & Rental & Leasing,Goods-Producing Sector,893.0,5.0
2003,DR04,"Professional, Scientific & Technical Services",Goods-Producing Sector,991.0,5.0
2003,DR04,Management of Companies & Enterprises,Goods-Producing Sector,295.0,2.0
2003,DR04,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,484.0,2.0
2003,DR04,Educational Services,Goods-Producing Sector,102.0,15.0
2003,DR04,Health Care & Social Assistance,Goods-Producing Sector,514.0,46.0
2003,DR04,"Arts, Entertainment & Recreation",Goods-Producing Sector,287.0,9.0
2003,DR04,Accommodation & Food Services,Goods-Producing Sector,910.0,18.0
2003,DR04,Other Services (excl. Public Administration),Goods-Producing Sector,886.0,1.0
2003,DR04,Public Administration,Goods-Producing Sector,85.0,11.0
2003,DR05,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,2119.0,30.0
2003,DR05,Mining & Oil & Gas Extraction,Services-Producing Sector,38.0,0.0
2003,DR05,Utilities,Services-Producing Sector,13.0,0.0
2003,DR05,Construction,Services-Producing Sector,1629.0,23.0
2003,DR05,Manufacturing,Services-Producing Sector,430.0,51.0
2003,DR05,Wholesale Trade,Goods-Producing Sector,454.0,9.0
2003,DR05,Retail Trade,Goods-Producing Sector,1076.0,40.0
2003,DR05,Transportation & Warehousing (48-49),Goods-Producing Sector,1141.0,12.0
2003,DR05,Information & Cultural Industries,Goods-Producing Sector,86.0,4.0
2003,DR05,Finance & Insurance,Goods-Producing Sector,320.0,7.0
2003,DR05,Real Estate & Rental & Leasing,Goods-Producing Sector,884.0,5.0
2003,DR05,"Professional, Scientific & Technical Services",Goods-Producing Sector,970.0,5.0
2003,DR05,Management of Companies & Enterprises,Goods-Producing Sector,364.0,0.0
2003,DR05,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,441.0,8.0
2003,DR05,Educational Services,Goods-Producing Sector,72.0,5.0
2003,DR05,Health Care & Social Assistance,Goods-Producing Sector,513.0,19.0
2003,DR05,"Arts, Entertainment & Recreation",Goods-Producing Sector,169.0,4.0
2003,DR05,Accommodation & Food Services,Goods-Producing Sector,666.0,25.0
2003,DR05,Other Services (excl. Public Administration),Goods-Producing Sector,971.0,1.0
2003,DR05,Public Administration,Goods-Producing Sector,41.0,9.0
2003,DR06,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,657.0,4.0
2003,DR06,Mining & Oil & Gas Extraction,Services-Producing Sector,5.0,0.0
2003,DR06,Utilities,Services-Producing Sector,6.0,1.0
2003,DR06,Construction,Services-Producing Sector,471.0,5.0
2003,DR06,Manufacturing,Services-Producing Sector,100.0,15.0
2003,DR06,Wholesale Trade,Goods-Producing Sector,126.0,1.0
2003,DR06,Retail Trade,Goods-Producing Sector,416.0,14.0
2003,DR06,Transportation & Warehousing (48-49),Goods-Producing Sector,329.0,8.0
2003,DR06,Information & Cultural Industries,Goods-Producing Sector,42.0,0.0
2003,DR06,Finance & Insurance,Goods-Producing Sector,90.0,2.0
2003,DR06,Real Estate & Rental & Leasing,Goods-Producing Sector,219.0,0.0
2003,DR06,"Professional, Scientific & Technical Services",Goods-Producing Sector,269.0,2.0
2003,DR06,Management of Companies & Enterprises,Goods-Producing Sector,79.0,2.0
2003,DR06,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,186.0,2.0
2003,DR06,Educational Services,Goods-Producing Sector,32.0,7.0
2003,DR06,Health Care & Social Assistance,Goods-Producing Sector,186.0,14.0
2003,DR06,"Arts, Entertainment & Recreation",Goods-Producing Sector,78.0,0.0
2003,DR06,Accommodation & Food Services,Goods-Producing Sector,242.0,6.0
2003,DR06,Other Services (excl. Public Administration),Goods-Producing Sector,291.0,0.0
2003,DR06,Public Administration,Goods-Producing Sector,31.0,11.0
2003,DR07,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,986.0,10.0
2003,DR07,Mining & Oil & Gas Extraction,Services-Producing Sector,20.0,4.0
2003,DR07,Utilities,Services-Producing Sector,5.0,0.0
2003,DR07,Construction,Services-Producing Sector,445.0,4.0
2003,DR07,Manufacturing,Services-Producing Sector,127.0,14.0
2003,DR07,Wholesale Trade,Goods-Producing Sector,102.0,0.0
2003,DR07,Retail Trade,Goods-Producing Sector,330.0,6.0
2003,DR07,Transportation & Warehousing (48-49),Goods-Producing Sector,354.0,5.0
2003,DR07,Information & Cultural Industries,Goods-Producing Sector,32.0,0.0
2003,DR07,Finance & Insurance,Goods-Producing Sector,70.0,1.0
2003,DR07,Real Estate & Rental & Leasing,Goods-Producing Sector,193.0,0.0
2003,DR07,"Professional, Scientific & Technical Services",Goods-Producing Sector,255.0,0.0
2003,DR07,Management of Companies & Enterprises,Goods-Producing Sector,89.0,1.0
2003,DR07,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,111.0,0.0
2003,DR07,Educational Services,Goods-Producing Sector,27.0,3.0
2003,DR07,Health Care & Social Assistance,Goods-Producing Sector,107.0,5.0
2003,DR07,"Arts, Entertainment & Recreation",Goods-Producing Sector,67.0,1.0
2003,DR07,Accommodation & Food Services,Goods-Producing Sector,241.0,3.0
2003,DR07,Other Services (excl. Public Administration),Goods-Producing Sector,269.0,0.0
2003,DR07,Public Administration,Goods-Producing Sector,27.0,1.0
2003,DR08,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,1110.0,1.0
2003,DR08,Mining & Oil & Gas Extraction,Services-Producing Sector,442.0,12.0
2003,DR08,Utilities,Services-Producing Sector,8.0,0.0
2003,DR08,Construction,Services-Producing Sector,852.0,24.0
2003,DR08,Manufacturing,Services-Producing Sector,148.0,12.0
2003,DR08,Wholesale Trade,Goods-Producing Sector,214.0,2.0
2003,DR08,Retail Trade,Goods-Producing Sector,450.0,17.0
2003,DR08,Transportation & Warehousing (48-49),Goods-Producing Sector,710.0,9.0
2003,DR08,Information & Cultural Industries,Goods-Producing Sector,43.0,1.0
2003,DR08,Finance & Insurance,Goods-Producing Sector,111.0,0.0
2003,DR08,Real Estate & Rental & Leasing,Goods-Producing Sector,341.0,4.0
2003,DR08,"Professional, Scientific & Technical Services",Goods-Producing Sector,477.0,4.0
2003,DR08,Management of Companies & Enterprises,Goods-Producing Sector,111.0,2.0
2003,DR08,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,268.0,3.0
2003,DR08,Educational Services,Goods-Producing Sector,37.0,5.0
2003,DR08,Health Care & Social Assistance,Goods-Producing Sector,191.0,9.0
2003,DR08,"Arts, Entertainment & Recreation",Goods-Producing Sector,84.0,0.0
2003,DR08,Accommodation & Food Services,Goods-Producing Sector,263.0,16.0
2003,DR08,Other Services (excl. Public Administration),Goods-Producing Sector,619.0,1.0
2003,DR08,Public Administration,Goods-Producing Sector,8.0,8.0
2004,DR01,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,3157.0,57.0
2004,DR01,Mining & Oil & Gas Extraction,Services-Producing Sector,107.0,5.0
2004,DR01,Utilities,Services-Producing Sector,33.0,2.0
2004,DR01,Construction,Services-Producing Sector,7813.0,59.0
2004,DR01,Manufacturing,Services-Producing Sector,2060.0,83.0
2004,DR01,Wholesale Trade,Goods-Producing Sector,1904.0,35.0
2004,DR01,Retail Trade,Goods-Producing Sector,5409.0,163.0
2004,DR01,Transportation & Warehousing (48-49),Goods-Producing Sector,2140.0,25.0
2004,DR01,Information & Cultural Industries,Goods-Producing Sector,590.0,15.0
2004,DR01,Finance & Insurance,Goods-Producing Sector,2028.0,25.0
2004,DR01,Real Estate & Rental & Leasing,Goods-Producing Sector,4992.0,34.0
2004,DR01,"Professional, Scientific & Technical Services",Goods-Producing Sector,7732.0,27.0
2004,DR01,Management of Companies & Enterprises,Goods-Producing Sector,2129.0,23.0
2004,DR01,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,2621.0,29.0
2004,DR01,Educational Services,Goods-Producing Sector,611.0,35.0
2004,DR01,Health Care & Social Assistance,Goods-Producing Sector,3232.0,89.0
2004,DR01,"Arts, Entertainment & Recreation",Goods-Producing Sector,1052.0,25.0
2004,DR01,Accommodation & Food Services,Goods-Producing Sector,2844.0,173.0
2004,DR01,Other Services (excl. Public Administration),Goods-Producing Sector,3742.0,24.0
2004,DR01,Public Administration,Goods-Producing Sector,166.0,110.0
2004,DR02,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,5239.0,96.0
2004,DR02,Mining & Oil & Gas Extraction,Services-Producing Sector,760.0,19.0
2004,DR02,Utilities,Services-Producing Sector,113.0,14.0
2004,DR02,Construction,Services-Producing Sector,26383.0,320.0
2004,DR02,Manufacturing,Services-Producing Sector,8235.0,651.0
2004,DR02,Wholesale Trade,Goods-Producing Sector,13391.0,328.0
2004,DR02,Retail Trade,Goods-Producing Sector,16951.0,545.0
2004,DR02,Transportation & Warehousing (48-49),Goods-Producing Sector,8923.0,202.0
2004,DR02,Information & Cultural Industries,Goods-Producing Sector,4276.0,132.0
2004,DR02,Finance & Insurance,Goods-Producing Sector,10571.0,208.0
2004,DR02,Real Estate & Rental & Leasing,Goods-Producing Sector,20782.0,219.0
2004,DR02,"Professional, Scientific & Technical Services",Goods-Producing Sector,32952.0,324.0
2004,DR02,Management of Companies & Enterprises,Goods-Producing Sector,9651.0,132.0
2004,DR02,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,10481.0,228.0
2004,DR02,Educational Services,Goods-Producing Sector,2407.0,92.0
2004,DR02,Health Care & Social Assistance,Goods-Producing Sector,8682.0,343.0
2004,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,3937.0,120.0
2004,DR02,Accommodation & Food Services,Goods-Producing Sector,9158.0,640.0
2004,DR02,Other Services (excl. Public Administration),Goods-Producing Sector,12612.0,161.0
2004,DR02,Public Administration,Goods-Producing Sector,122.0,68.0
2004,DR03,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,3295.0,23.0
2004,DR03,Mining & Oil & Gas Extraction,Services-Producing Sector,160.0,3.0
2004,DR03,Utilities,Services-Producing Sector,68.0,2.0
2004,DR03,Construction,Services-Producing Sector,6276.0,60.0
2004,DR03,Manufacturing,Services-Producing Sector,1608.0,93.0
2004,DR03,Wholesale Trade,Goods-Producing Sector,1695.0,19.0
2004,DR03,Retail Trade,Goods-Producing Sector,3819.0,105.0
2004,DR03,Transportation & Warehousing (48-49),Goods-Producing Sector,1829.0,21.0
2004,DR03,Information & Cultural Industries,Goods-Producing Sector,318.0,11.0
2004,DR03,Finance & Insurance,Goods-Producing Sector,1575.0,16.0
2004,DR03,Real Estate & Rental & Leasing,Goods-Producing Sector,3603.0,32.0
2004,DR03,"Professional, Scientific & Technical Services",Goods-Producing Sector,3834.0,11.0
2004,DR03,Management of Companies & Enterprises,Goods-Producing Sector,1662.0,18.0
2004,DR03,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,1764.0,17.0
2004,DR03,Educational Services,Goods-Producing Sector,339.0,20.0
2004,DR03,Health Care & Social Assistance,Goods-Producing Sector,1866.0,71.0
2004,DR03,"Arts, Entertainment & Recreation",Goods-Producing Sector,664.0,31.0
2004,DR03,Accommodation & Food Services,Goods-Producing Sector,2155.0,119.0
2004,DR03,Other Services (excl. Public Administration),Goods-Producing Sector,2789.0,11.0
2004,DR03,Public Administration,Goods-Producing Sector,104.0,17.0
2004,DR04,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,1214.0,16.0
2004,DR04,Mining & Oil & Gas Extraction,Services-Producing Sector,79.0,6.0
2004,DR04,Utilities,Services-Producing Sector,31.0,1.0
2004,DR04,Construction,Services-Producing Sector,1674.0,10.0
2004,DR04,Manufacturing,Services-Producing Sector,514.0,30.0
2004,DR04,Wholesale Trade,Goods-Producing Sector,416.0,2.0
2004,DR04,Retail Trade,Goods-Producing Sector,1406.0,36.0
2004,DR04,Transportation & Warehousing (48-49),Goods-Producing Sector,555.0,4.0
2004,DR04,Information & Cultural Industries,Goods-Producing Sector,133.0,2.0
2004,DR04,Finance & Insurance,Goods-Producing Sector,327.0,5.0
2004,DR04,Real Estate & Rental & Leasing,Goods-Producing Sector,961.0,8.0
2004,DR04,"Professional, Scientific & Technical Services",Goods-Producing Sector,1046.0,2.0
2004,DR04,Management of Companies & Enterprises,Goods-Producing Sector,325.0,2.0
2004,DR04,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,498.0,2.0
2004,DR04,Educational Services,Goods-Producing Sector,99.0,14.0
2004,DR04,Health Care & Social Assistance,Goods-Producing Sector,518.0,40.0
2004,DR04,"Arts, Entertainment & Recreation",Goods-Producing Sector,300.0,13.0
2004,DR04,Accommodation & Food Services,Goods-Producing Sector,908.0,16.0
2004,DR04,Other Services (excl. Public Administration),Goods-Producing Sector,906.0,0.0
2004,DR04,Public Administration,Goods-Producing Sector,70.0,11.0
2004,DR05,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,2107.0,34.0
2004,DR05,Mining & Oil & Gas Extraction,Services-Producing Sector,38.0,0.0
2004,DR05,Utilities,Services-Producing Sector,15.0,0.0
2004,DR05,Construction,Services-Producing Sector,1611.0,25.0
2004,DR05,Manufacturing,Services-Producing Sector,416.0,50.0
2004,DR05,Wholesale Trade,Goods-Producing Sector,447.0,6.0
2004,DR05,Retail Trade,Goods-Producing Sector,1100.0,39.0
2004,DR05,Transportation & Warehousing (48-49),Goods-Producing Sector,1150.0,9.0
2004,DR05,Information & Cultural Industries,Goods-Producing Sector,88.0,3.0
2004,DR05,Finance & Insurance,Goods-Producing Sector,319.0,7.0
2004,DR05,Real Estate & Rental & Leasing,Goods-Producing Sector,897.0,4.0
2004,DR05,"Professional, Scientific & Technical Services",Goods-Producing Sector,989.0,6.0
2004,DR05,Management of Companies & Enterprises,Goods-Producing Sector,379.0,0.0
2004,DR05,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,465.0,9.0
2004,DR05,Educational Services,Goods-Producing Sector,71.0,5.0
2004,DR05,Health Care & Social Assistance,Goods-Producing Sector,532.0,20.0
2004,DR05,"Arts, Entertainment & Recreation",Goods-Producing Sector,184.0,2.0
2004,DR05,Accommodation & Food Services,Goods-Producing Sector,656.0,31.0
2004,DR05,Other Services (excl. Public Administration),Goods-Producing Sector,1006.0,2.0
2004,DR05,Public Administration,Goods-Producing Sector,37.0,8.0
2004,DR06,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,627.0,5.0
2004,DR06,Mining & Oil & Gas Extraction,Services-Producing Sector,6.0,0.0
2004,DR06,Utilities,Services-Producing Sector,7.0,1.0
2004,DR06,Construction,Services-Producing Sector,462.0,2.0
2004,DR06,Manufacturing,Services-Producing Sector,96.0,13.0
2004,DR06,Wholesale Trade,Goods-Producing Sector,124.0,2.0
2004,DR06,Retail Trade,Goods-Producing Sector,421.0,15.0
2004,DR06,Transportation & Warehousing (48-49),Goods-Producing Sector,320.0,7.0
2004,DR06,Information & Cultural Industries,Goods-Producing Sector,41.0,0.0
2004,DR06,Finance & Insurance,Goods-Producing Sector,83.0,2.0
2004,DR06,Real Estate & Rental & Leasing,Goods-Producing Sector,218.0,2.0
2004,DR06,"Professional, Scientific & Technical Services",Goods-Producing Sector,279.0,1.0
2004,DR06,Management of Companies & Enterprises,Goods-Producing Sector,84.0,2.0
2004,DR06,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,184.0,2.0
2004,DR06,Educational Services,Goods-Producing Sector,35.0,7.0
2004,DR06,Health Care & Social Assistance,Goods-Producing Sector,181.0,16.0
2004,DR06,"Arts, Entertainment & Recreation",Goods-Producing Sector,83.0,0.0
2004,DR06,Accommodation & Food Services,Goods-Producing Sector,238.0,6.0
2004,DR06,Other Services (excl. Public Administration),Goods-Producing Sector,297.0,0.0
2004,DR06,Public Administration,Goods-Producing Sector,31.0,9.0
2004,DR07,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,989.0,8.0
2004,DR07,Mining & Oil & Gas Extraction,Services-Producing Sector,22.0,4.0
2004,DR07,Utilities,Services-Producing Sector,5.0,0.0
2004,DR07,Construction,Services-Producing Sector,426.0,2.0
2004,DR07,Manufacturing,Services-Producing Sector,126.0,15.0
2004,DR07,Wholesale Trade,Goods-Producing Sector,102.0,0.0
2004,DR07,Retail Trade,Goods-Producing Sector,329.0,6.0
2004,DR07,Transportation & Warehousing (48-49),Goods-Producing Sector,354.0,4.0
2004,DR07,Information & Cultural Industries,Goods-Producing Sector,32.0,0.0
2004,DR07,Finance & Insurance,Goods-Producing Sector,69.0,1.0
2004,DR07,Real Estate & Rental & Leasing,Goods-Producing Sector,196.0,1.0
2004,DR07,"Professional, Scientific & Technical Services",Goods-Producing Sector,265.0,0.0
2004,DR07,Management of Companies & Enterprises,Goods-Producing Sector,94.0,1.0
2004,DR07,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,107.0,0.0
2004,DR07,Educational Services,Goods-Producing Sector,30.0,3.0
2004,DR07,Health Care & Social Assistance,Goods-Producing Sector,99.0,7.0
2004,DR07,"Arts, Entertainment & Recreation",Goods-Producing Sector,70.0,1.0
2004,DR07,Accommodation & Food Services,Goods-Producing Sector,227.0,3.0
2004,DR07,Other Services (excl. Public Administration),Goods-Producing Sector,269.0,0.0
2004,DR07,Public Administration,Goods-Producing Sector,26.0,1.0
2004,DR08,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,1128.0,1.0
2004,DR08,Mining & Oil & Gas Extraction,Services-Producing Sector,467.0,10.0
2004,DR08,Utilities,Services-Producing Sector,9.0,0.0
2004,DR08,Construction,Services-Producing Sector,873.0,26.0
2004,DR08,Manufacturing,Services-Producing Sector,136.0,10.0
2004,DR08,Wholesale Trade,Goods-Producing Sector,213.0,4.0
2004,DR08,Retail Trade,Goods-Producing Sector,446.0,18.0
2004,DR08,Transportation & Warehousing (48-49),Goods-Producing Sector,743.0,9.0
2004,DR08,Information & Cultural Industries,Goods-Producing Sector,47.0,1.0
2004,DR08,Finance & Insurance,Goods-Producing Sector,112.0,1.0
2004,DR08,Real Estate & Rental & Leasing,Goods-Producing Sector,359.0,5.0
2004,DR08,"Professional, Scientific & Technical Services",Goods-Producing Sector,515.0,7.0
2004,DR08,Management of Companies & Enterprises,Goods-Producing Sector,123.0,0.0
2004,DR08,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,281.0,5.0
2004,DR08,Educational Services,Goods-Producing Sector,42.0,4.0
2004,DR08,Health Care & Social Assistance,Goods-Producing Sector,187.0,10.0
2004,DR08,"Arts, Entertainment & Recreation",Goods-Producing Sector,87.0,1.0
2004,DR08,Accommodation & Food Services,Goods-Producing Sector,266.0,20.0
2004,DR08,Other Services (excl. Public Administration),Goods-Producing Sector,649.0,1.0
2004,DR08,Public Administration,Goods-Producing Sector,7.0,8.0
2005,DR01,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,3114.0,45.0
2005,DR01,Mining & Oil & Gas Extraction,Services-Producing Sector,101.0,4.0
2005,DR01,Utilities,Services-Producing Sector,32.0,2.0
2005,DR01,Construction,Services-Producing Sector,7935.0,82.0
2005,DR01,Manufacturing,Services-Producing Sector,2014.0,79.0
2005,DR01,Wholesale Trade,Goods-Producing Sector,1890.0,30.0
2005,DR01,Retail Trade,Goods-Producing Sector,5355.0,182.0
2005,DR01,Transportation & Warehousing (48-49),Goods-Producing Sector,2129.0,26.0
2005,DR01,Information & Cultural Industries,Goods-Producing Sector,600.0,21.0
2005,DR01,Finance & Insurance,Goods-Producing Sector,2333.0,27.0
2005,DR01,Real Estate & Rental & Leasing,Goods-Producing Sector,5067.0,46.0
2005,DR01,"Professional, Scientific & Technical Services",Goods-Producing Sector,7949.0,40.0
2005,DR01,Management of Companies & Enterprises,Goods-Producing Sector,1459.0,15.0
2005,DR01,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,2648.0,34.0
2005,DR01,Educational Services,Goods-Producing Sector,645.0,36.0
2005,DR01,Health Care & Social Assistance,Goods-Producing Sector,3233.0,93.0
2005,DR01,"Arts, Entertainment & Recreation",Goods-Producing Sector,1054.0,26.0
2005,DR01,Accommodation & Food Services,Goods-Producing Sector,2722.0,163.0
2005,DR01,Other Services (excl. Public Administration),Goods-Producing Sector,3736.0,19.0
2005,DR01,Public Administration,Goods-Producing Sector,168.0,113.0
2005,DR02,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,5211.0,100.0
2005,DR02,Mining & Oil & Gas Extraction,Services-Producing Sector,742.0,19.0
2005,DR02,Utilities,Services-Producing Sector,118.0,17.0
2005,DR02,Construction,Services-Producing Sector,26904.0,378.0
2005,DR02,Manufacturing,Services-Producing Sector,8081.0,644.0
2005,DR02,Wholesale Trade,Goods-Producing Sector,13233.0,337.0
2005,DR02,Retail Trade,Goods-Producing Sector,17112.0,555.0
2005,DR02,Transportation & Warehousing (48-49),Goods-Producing Sector,9186.0,217.0
2005,DR02,Information & Cultural Industries,Goods-Producing Sector,4309.0,141.0
2005,DR02,Finance & Insurance,Goods-Producing Sector,11201.0,274.0
2005,DR02,Real Estate & Rental & Leasing,Goods-Producing Sector,21615.0,249.0
2005,DR02,"Professional, Scientific & Technical Services",Goods-Producing Sector,33120.0,399.0
2005,DR02,Management of Companies & Enterprises,Goods-Producing Sector,6807.0,116.0
2005,DR02,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,10485.0,248.0
2005,DR02,Educational Services,Goods-Producing Sector,2597.0,103.0
2005,DR02,Health Care & Social Assistance,Goods-Producing Sector,8816.0,333.0
2005,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,4026.0,122.0
2005,DR02,Accommodation & Food Services,Goods-Producing Sector,8948.0,633.0
2005,DR02,Other Services (excl. Public Administration),Goods-Producing Sector,12492.0,162.0
2005,DR02,Public Administration,Goods-Producing Sector,123.0,68.0
2005,DR03,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,3239.0,27.0
2005,DR03,Mining & Oil & Gas Extraction,Services-Producing Sector,159.0,5.0
2005,DR03,Utilities,Services-Producing Sector,72.0,3.0
2005,DR03,Construction,Services-Producing Sector,6527.0,67.0
2005,DR03,Manufacturing,Services-Producing Sector,1584.0,94.0
2005,DR03,Wholesale Trade,Goods-Producing Sector,1627.0,21.0
2005,DR03,Retail Trade,Goods-Producing Sector,3806.0,135.0
2005,DR03,Transportation & Warehousing (48-49),Goods-Producing Sector,1810.0,25.0
2005,DR03,Information & Cultural Industries,Goods-Producing Sector,320.0,13.0
2005,DR03,Finance & Insurance,Goods-Producing Sector,1860.0,25.0
2005,DR03,Real Estate & Rental & Leasing,Goods-Producing Sector,3813.0,30.0
2005,DR03,"Professional, Scientific & Technical Services",Goods-Producing Sector,3904.0,13.0
2005,DR03,Management of Companies & Enterprises,Goods-Producing Sector,1143.0,14.0
2005,DR03,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,1774.0,21.0
2005,DR03,Educational Services,Goods-Producing Sector,354.0,17.0
2005,DR03,Health Care & Social Assistance,Goods-Producing Sector,1878.0,66.0
2005,DR03,"Arts, Entertainment & Recreation",Goods-Producing Sector,652.0,31.0
2005,DR03,Accommodation & Food Services,Goods-Producing Sector,2084.0,112.0
2005,DR03,Other Services (excl. Public Administration),Goods-Producing Sector,2797.0,10.0
2005,DR03,Public Administration,Goods-Producing Sector,110.0,18.0
2005,DR04,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,1196.0,13.0
2005,DR04,Mining & Oil & Gas Extraction,Services-Producing Sector,82.0,7.0
