year,region_code,business_type,sector_type,cluster_type,small business,large business
2003,DR06,Health Care & Social Assistance,Goods-Producing Sector,cluster1,186.0,14.0
2003,DR06,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,78.0,0.0
2003,DR06,Accommodation & Food Services,Goods-Producing Sector,cluster2,242.0,6.0
2003,DR06,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,291.0,0.0
2003,DR06,Public Administration,Goods-Producing Sector,cluster1,31.0,11.0
2003,DR07,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,986.0,10.0
2003,DR07,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,20.0,4.0
2003,DR07,Utilities,Services-Producing Sector,cluster2,5.0,0.0
2003,DR07,Construction,Services-Producing Sector,cluster1,445.0,4.0
2003,DR07,Manufacturing,Services-Producing Sector,cluster2,127.0,14.0
2003,DR07,Wholesale Trade,Goods-Producing Sector,cluster2,102.0,0.0
2003,DR07,Retail Trade,Goods-Producing Sector,cluster1,330.0,6.0
2003,DR07,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,354.0,5.0
2003,DR07,Information & Cultural Industries,Goods-Producing Sector,cluster1,32.0,0.0
2003,DR07,Finance & Insurance,Goods-Producing Sector,cluster1,70.0,1.0
2003,DR07,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,193.0,0.0
2003,DR07,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,255.0,0.0
2003,DR07,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,89.0,1.0
2003,DR07,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,111.0,0.0
2003,DR07,Educational Services,Goods-Producing Sector,cluster1,27.0,3.0
2003,DR07,Health Care & Social Assistance,Goods-Producing Sector,cluster1,107.0,5.0
2003,DR07,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,67.0,1.0
2003,DR07,Accommodation & Food Services,Goods-Producing Sector,cluster2,241.0,3.0
2003,DR07,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,269.0,0.0
2003,DR07,Public Administration,Goods-Producing Sector,cluster1,27.0,1.0
2003,DR08,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1110.0,1.0
2003,DR08,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,442.0,12.0
2003,DR08,Utilities,Services-Producing Sector,cluster2,8.0,0.0
2003,DR08,Construction,Services-Producing Sector,cluster1,852.0,24.0
2003,DR08,Manufacturing,Services-Producing Sector,cluster2,148.0,12.0
2003,DR08,Wholesale Trade,Goods-Producing Sector,cluster2,214.0,2.0
2003,DR08,Retail Trade,Goods-Producing Sector,cluster1,450.0,17.0
2003,DR08,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,710.0,9.0
2003,DR08,Information & Cultural Industries,Goods-Producing Sector,cluster1,43.0,1.0
2003,DR08,Finance & Insurance,Goods-Producing Sector,cluster1,111.0,0.0
2003,DR08,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,341.0,4.0
2003,DR08,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,477.0,4.0
2003,DR08,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,111.0,2.0
2003,DR08,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,268.0,3.0
2003,DR08,Educational Services,Goods-Producing Sector,cluster1,37.0,5.0
2003,DR08,Health Care & Social Assistance,Goods-Producing Sector,cluster1,191.0,9.0
2003,DR08,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,84.0,0.0
2003,DR08,Accommodation & Food Services,Goods-Producing Sector,cluster2,263.0,16.0
2003,DR08,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,619.0,1.0
2003,DR08,Public Administration,Goods-Producing Sector,cluster1,8.0,8.0
2004,DR01,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,3157.0,57.0
2004,DR01,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,107.0,5.0
2004,DR01,Utilities,Services-Producing Sector,cluster2,33.0,2.0
2004,DR01,Construction,Services-Producing Sector,cluster1,7813.0,59.0
2004,DR01,Manufacturing,Services-Producing Sector,cluster2,2060.0,83.0
2004,DR01,Wholesale Trade,Goods-Producing Sector,cluster2,1904.0,35.0
2004,DR01,Retail Trade,Goods-Producing Sector,cluster1,5409.0,163.0
2004,DR01,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,2140.0,25.0
2004,DR01,Information & Cultural Industries,Goods-Producing Sector,cluster1,590.0,15.0
2004,DR01,Finance & Insurance,Goods-Producing Sector,cluster1,2028.0,25.0
2004,DR01,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,4992.0,34.0
2004,DR01,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,7732.0,27.0
2004,DR01,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,2129.0,23.0
2004,DR01,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,2621.0,29.0
2004,DR01,Educational Services,Goods-Producing Sector,cluster1,611.0,35.0
2004,DR01,Health Care & Social Assistance,Goods-Producing Sector,cluster1,3232.0,89.0
2004,DR01,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,1052.0,25.0
2004,DR01,Accommodation & Food Services,Goods-Producing Sector,cluster2,2844.0,173.0
2004,DR01,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,3742.0,24.0
2004,DR01,Public Administration,Goods-Producing Sector,cluster1,166.0,110.0
2004,DR02,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,5239.0,96.0
2004,DR02,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,760.0,19.0
2004,DR02,Utilities,Services-Producing Sector,cluster2,113.0,14.0
2004,DR02,Construction,Services-Producing Sector,cluster1,26383.0,320.0
2004,DR02,Manufacturing,Services-Producing Sector,cluster2,8235.0,651.0
2004,DR02,Wholesale Trade,Goods-Producing Sector,cluster2,13391.0,328.0
2004,DR02,Retail Trade,Goods-Producing Sector,cluster1,16951.0,545.0
2004,DR02,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,8923.0,202.0
2004,DR02,Information & Cultural Industries,Goods-Producing Sector,cluster1,4276.0,132.0
2004,DR02,Finance & Insurance,Goods-Producing Sector,cluster1,10571.0,208.0
2004,DR02,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,20782.0,219.0
2004,DR02,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,32952.0,324.0
2004,DR02,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,9651.0,132.0
2004,DR02,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,10481.0,228.0
2004,DR02,Educational Services,Goods-Producing Sector,cluster1,2407.0,92.0
2004,DR02,Health Care & Social Assistance,Goods-Producing Sector,cluster1,8682.0,343.0
2004,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,3937.0,120.0
2004,DR02,Accommodation & Food Services,Goods-Producing Sector,cluster2,9158.0,640.0
2004,DR02,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,12612.0,161.0
2004,DR02,Public Administration,Goods-Producing Sector,cluster1,122.0,68.0
2004,DR03,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,3295.0,23.0
2004,DR03,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,160.0,3.0
2004,DR03,Utilities,Services-Producing Sector,cluster2,68.0,2.0
2004,DR03,Construction,Services-Producing Sector,cluster1,6276.0,60.0
2004,DR03,Manufacturing,Services-Producing Sector,cluster2,1608.0,93.0
2004,DR03,Wholesale Trade,Goods-Producing Sector,cluster2,1695.0,19.0
2004,DR03,Retail Trade,Goods-Producing Sector,cluster1,3819.0,105.0
2004,DR03,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,1829.0,21.0
2004,DR03,Information & Cultural Industries,Goods-Producing Sector,cluster1,318.0,11.0
2004,DR03,Finance & Insurance,Goods-Producing Sector,cluster1,1575.0,16.0
2004,DR03,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,3603.0,32.0
2004,DR03,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,3834.0,11.0
2004,DR03,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,1662.0,18.0
2004,DR03,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,1764.0,17.0
2004,DR03,Educational Services,Goods-Producing Sector,cluster1,339.0,20.0
2004,DR03,Health Care & Social Assistance,Goods-Producing Sector,cluster1,1866.0,71.0
2004,DR03,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,664.0,31.0
2004,DR03,Accommodation & Food Services,Goods-Producing Sector,cluster2,2155.0,119.0
2004,DR03,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,2789.0,11.0
2004,DR03,Public Administration,Goods-Producing Sector,cluster1,104.0,17.0
2004,DR04,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1214.0,16.0
2004,DR04,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,79.0,6.0
2004,DR04,Utilities,Services-Producing Sector,cluster2,31.0,1.0
2004,DR04,Construction,Services-Producing Sector,cluster1,1674.0,10.0
2004,DR04,Manufacturing,Services-Producing Sector,cluster2,514.0,30.0
2004,DR04,Wholesale Trade,Goods-Producing Sector,cluster2,416.0,2.0
2004,DR04,Retail Trade,Goods-Producing Sector,cluster1,1406.0,36.0
2004,DR04,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,555.0,4.0
2004,DR04,Information & Cultural Industries,Goods-Producing Sector,cluster1,133.0,2.0
2004,DR04,Finance & Insurance,Goods-Producing Sector,cluster1,327.0,5.0
2004,DR04,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,961.0,8.0
2004,DR04,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,1046.0,2.0
2004,DR04,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,325.0,2.0
2004,DR04,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,498.0,2.0
2004,DR04,Educational Services,Goods-Producing Sector,cluster1,99.0,14.0
2004,DR04,Health Care & Social Assistance,Goods-Producing Sector,cluster1,518.0,40.0
2004,DR04,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,300.0,13.0
2004,DR04,Accommodation & Food Services,Goods-Producing Sector,cluster2,908.0,16.0
2004,DR04,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,906.0,0.0
2004,DR04,Public Administration,Goods-Producing Sector,cluster1,70.0,11.0
2004,DR05,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,2107.0,34.0
2004,DR05,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,38.0,0.0
2004,DR05,Utilities,Services-Producing Sector,cluster2,15.0,0.0
2004,DR05,Construction,Services-Producing Sector,cluster1,1611.0,25.0
2004,DR05,Manufacturing,Services-Producing Sector,cluster2,416.0,50.0
2004,DR05,Wholesale Trade,Goods-Producing Sector,cluster2,447.0,6.0
2004,DR05,Retail Trade,Goods-Producing Sector,cluster1,1100.0,39.0
2004,DR05,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,1150.0,9.0
2004,DR05,Information & Cultural Industries,Goods-Producing Sector,cluster1,88.0,3.0
2004,DR05,Finance & Insurance,Goods-Producing Sector,cluster1,319.0,7.0
2004,DR05,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,897.0,4.0
2004,DR05,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,989.0,6.0
2004,DR05,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,379.0,0.0
2004,DR05,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,465.0,9.0
2004,DR05,Educational Services,Goods-Producing Sector,cluster1,71.0,5.0
2004,DR05,Health Care & Social Assistance,Goods-Producing Sector,cluster1,532.0,20.0
2004,DR05,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,184.0,2.0
2004,DR05,Accommodation & Food Services,Goods-Producing Sector,cluster2,656.0,31.0
2004,DR05,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,1006.0,2.0
2004,DR05,Public Administration,Goods-Producing Sector,cluster1,37.0,8.0
2004,DR06,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,627.0,5.0
2004,DR06,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,6.0,0.0
2004,DR06,Utilities,Services-Producing Sector,cluster2,7.0,1.0
2004,DR06,Construction,Services-Producing Sector,cluster1,462.0,2.0
2004,DR06,Manufacturing,Services-Producing Sector,cluster2,96.0,13.0
2004,DR06,Wholesale Trade,Goods-Producing Sector,cluster2,124.0,2.0
2004,DR06,Retail Trade,Goods-Producing Sector,cluster1,421.0,15.0
2004,DR06,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,320.0,7.0
2004,DR06,Information & Cultural Industries,Goods-Producing Sector,cluster1,41.0,0.0
2004,DR06,Finance & Insurance,Goods-Producing Sector,cluster1,83.0,2.0
2004,DR06,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,218.0,2.0
2004,DR06,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,279.0,1.0
2004,DR06,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,84.0,2.0
2004,DR06,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,184.0,2.0
2004,DR06,Educational Services,Goods-Producing Sector,cluster1,35.0,7.0
2004,DR06,Health Care & Social Assistance,Goods-Producing Sector,cluster1,181.0,16.0
2004,DR06,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,83.0,0.0
2004,DR06,Accommodation & Food Services,Goods-Producing Sector,cluster2,238.0,6.0
2004,DR06,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,297.0,0.0
2004,DR06,Public Administration,Goods-Producing Sector,cluster1,31.0,9.0
2004,DR07,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,989.0,8.0
2004,DR07,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,22.0,4.0
2004,DR07,Utilities,Services-Producing Sector,cluster2,5.0,0.0
2004,DR07,Construction,Services-Producing Sector,cluster1,426.0,2.0
2004,DR07,Manufacturing,Services-Producing Sector,cluster2,126.0,15.0
2004,DR07,Wholesale Trade,Goods-Producing Sector,cluster2,102.0,0.0
2004,DR07,Retail Trade,Goods-Producing Sector,cluster1,329.0,6.0
2004,DR07,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,354.0,4.0
2004,DR07,Information & Cultural Industries,Goods-Producing Sector,cluster1,32.0,0.0
2004,DR07,Finance & Insurance,Goods-Producing Sector,cluster1,69.0,1.0
2004,DR07,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,196.0,1.0
2004,DR07,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,265.0,0.0
2004,DR07,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,94.0,1.0
2004,DR07,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,107.0,0.0
2004,DR07,Educational Services,Goods-Producing Sector,cluster1,30.0,3.0
2004,DR07,Health Care & Social Assistance,Goods-Producing Sector,cluster1,99.0,7.0
2004,DR07,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,70.0,1.0
2004,DR07,Accommodation & Food Services,Goods-Producing Sector,cluster2,227.0,3.0
2004,DR07,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,269.0,0.0
2004,DR07,Public Administration,Goods-Producing Sector,cluster1,26.0,1.0
2004,DR08,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1128.0,1.0
2004,DR08,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,467.0,10.0
2004,DR08,Utilities,Services-Producing Sector,cluster2,9.0,0.0
2004,DR08,Construction,Services-Producing Sector,cluster1,873.0,26.0
2004,DR08,Manufacturing,Services-Producing Sector,cluster2,136.0,10.0
2004,DR08,Wholesale Trade,Goods-Producing Sector,cluster2,213.0,4.0
2004,DR08,Retail Trade,Goods-Producing Sector,cluster1,446.0,18.0
2004,DR08,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,743.0,9.0
2004,DR08,Information & Cultural Industries,Goods-Producing Sector,cluster1,47.0,1.0
2004,DR08,Finance & Insurance,Goods-Producing Sector,cluster1,112.0,1.0
2004,DR08,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,359.0,5.0
2004,DR08,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,515.0,7.0
2004,DR08,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,123.0,0.0
2004,DR08,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,281.0,5.0
2004,DR08,Educational Services,Goods-Producing Sector,cluster1,42.0,4.0
2004,DR08,Health Care & Social Assistance,Goods-Producing Sector,cluster1,187.0,10.0
2004,DR08,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,87.0,1.0
2004,DR08,Accommodation & Food Services,Goods-Producing Sector,cluster2,266.0,20.0
2004,DR08,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,649.0,1.0
2004,DR08,Public Administration,Goods-Producing Sector,cluster1,7.0,8.0
2005,DR01,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,3114.0,45.0
2005,DR01,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,101.0,4.0
2005,DR01,Utilities,Services-Producing Sector,cluster2,32.0,2.0
2005,DR01,Construction,Services-Producing Sector,cluster1,7935.0,82.0
2005,DR01,Manufacturing,Services-Producing Sector,cluster2,2014.0,79.0
2005,DR01,Wholesale Trade,Goods-Producing Sector,cluster2,1890.0,30.0
2005,DR01,Retail Trade,Goods-Producing Sector,cluster1,5355.0,182.0
2005,DR01,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,2129.0,26.0
2005,DR01,Information & Cultural Industries,Goods-Producing Sector,cluster1,600.0,21.0
2005,DR01,Finance & Insurance,Goods-Producing Sector,cluster1,2333.0,27.0
2005,DR01,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,5067.0,46.0
2005,DR01,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,7949.0,40.0
2005,DR01,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,1459.0,15.0
2005,DR01,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,2648.0,34.0
2005,DR01,Educational Services,Goods-Producing Sector,cluster1,645.0,36.0
2005,DR01,Health Care & Social Assistance,Goods-Producing Sector,cluster1,3233.0,93.0
2005,DR01,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,1054.0,26.0
2005,DR01,Accommodation & Food Services,Goods-Producing Sector,cluster2,2722.0,163.0
2005,DR01,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,3736.0,19.0
2005,DR01,Public Administration,Goods-Producing Sector,cluster1,168.0,113.0
2005,DR02,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,5211.0,100.0
2005,DR02,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,742.0,19.0
2005,DR02,Utilities,Services-Producing Sector,cluster2,118.0,17.0
2005,DR02,Construction,Services-Producing Sector,cluster1,26904.0,378.0
2005,DR02,Manufacturing,Services-Producing Sector,cluster2,8081.0,644.0
2005,DR02,Wholesale Trade,Goods-Producing Sector,cluster2,13233.0,337.0
2005,DR02,Retail Trade,Goods-Producing Sector,cluster1,17112.0,555.0
2005,DR02,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,9186.0,217.0
2005,DR02,Information & Cultural Industries,Goods-Producing Sector,cluster1,4309.0,141.0
2005,DR02,Finance & Insurance,Goods-Producing Sector,cluster1,11201.0,274.0
2005,DR02,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,21615.0,249.0
2005,DR02,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,33120.0,399.0
2005,DR02,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,6807.0,116.0
2005,DR02,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,10485.0,248.0
2005,DR02,Educational Services,Goods-Producing Sector,cluster1,2597.0,103.0
2005,DR02,Health Care & Social Assistance,Goods-Producing Sector,cluster1,8816.0,333.0
2005,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,4026.0,122.0
2005,DR02,Accommodation & Food Services,Goods-Producing Sector,cluster2,8948.0,633.0
2005,DR02,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,12492.0,162.0
2005,DR02,Public Administration,Goods-Producing Sector,cluster1,123.0,68.0
2005,DR03,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,3239.0,27.0
2005,DR03,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,159.0,5.0
2005,DR03,Utilities,Services-Producing Sector,cluster2,72.0,3.0
2005,DR03,Construction,Services-Producing Sector,cluster1,6527.0,67.0
2005,DR03,Manufacturing,Services-Producing Sector,cluster2,1584.0,94.0
2005,DR03,Wholesale Trade,Goods-Producing Sector,cluster2,1627.0,21.0
2005,DR03,Retail Trade,Goods-Producing Sector,cluster1,3806.0,135.0
2005,DR03,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,1810.0,25.0
2005,DR03,Information & Cultural Industries,Goods-Producing Sector,cluster1,320.0,13.0
2005,DR03,Finance & Insurance,Goods-Producing Sector,cluster1,1860.0,25.0
2005,DR03,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,3813.0,30.0
2005,DR03,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,3904.0,13.0
2005,DR03,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,1143.0,14.0
2005,DR03,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,1774.0,21.0
2005,DR03,Educational Services,Goods-Producing Sector,cluster1,354.0,17.0
2005,DR03,Health Care & Social Assistance,Goods-Producing Sector,cluster1,1878.0,66.0
2005,DR03,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,652.0,31.0
2005,DR03,Accommodation & Food Services,Goods-Producing Sector,cluster2,2084.0,112.0
2005,DR03,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,2797.0,10.0
2005,DR03,Public Administration,Goods-Producing Sector,cluster1,110.0,18.0
2005,DR04,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,1196.0,13.0
2005,DR04,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,82.0,7.0
2005,DR04,Utilities,Services-Producing Sector,cluster2,38.0,2.0
2005,DR04,Construction,Services-Producing Sector,cluster1,1706.0,10.0
2005,DR04,Manufacturing,Services-Producing Sector,cluster2,493.0,33.0
2005,DR04,Wholesale Trade,Goods-Producing Sector,cluster2,387.0,3.0
2005,DR04,Retail Trade,Goods-Producing Sector,cluster1,1371.0,37.0
2005,DR04,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,566.0,4.0
2005,DR04,Information & Cultural Industries,Goods-Producing Sector,cluster1,128.0,2.0
2005,DR04,Finance & Insurance,Goods-Producing Sector,cluster1,392.0,6.0
2005,DR04,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,1015.0,5.0
2005,DR04,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,1045.0,4.0
2005,DR04,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,212.0,2.0
2005,DR04,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,498.0,1.0
2005,DR04,Educational Services,Goods-Producing Sector,cluster1,94.0,13.0
2005,DR04,Health Care & Social Assistance,Goods-Producing Sector,cluster1,517.0,38.0
2005,DR04,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,299.0,16.0
2005,DR04,Accommodation & Food Services,Goods-Producing Sector,cluster2,843.0,19.0
2005,DR04,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,879.0,0.0
2005,DR04,Public Administration,Goods-Producing Sector,cluster1,69.0,10.0
2005,DR05,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,2036.0,31.0
2005,DR05,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,34.0,1.0
2005,DR05,Utilities,Services-Producing Sector,cluster2,14.0,0.0
2005,DR05,Construction,Services-Producing Sector,cluster1,1556.0,24.0
2005,DR05,Manufacturing,Services-Producing Sector,cluster2,397.0,53.0
2005,DR05,Wholesale Trade,Goods-Producing Sector,cluster2,430.0,4.0
2005,DR05,Retail Trade,Goods-Producing Sector,cluster1,1052.0,41.0
2005,DR05,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,1102.0,11.0
2005,DR05,Information & Cultural Industries,Goods-Producing Sector,cluster1,79.0,3.0
2005,DR05,Finance & Insurance,Goods-Producing Sector,cluster1,367.0,9.0
2005,DR05,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,860.0,8.0
2005,DR05,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,999.0,6.0
2005,DR05,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,268.0,1.0
2005,DR05,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,443.0,9.0
2005,DR05,Educational Services,Goods-Producing Sector,cluster1,81.0,5.0
2005,DR05,Health Care & Social Assistance,Goods-Producing Sector,cluster1,536.0,22.0
2005,DR05,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,184.0,2.0
2005,DR05,Accommodation & Food Services,Goods-Producing Sector,cluster2,617.0,31.0
2005,DR05,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,1002.0,2.0
2005,DR05,Public Administration,Goods-Producing Sector,cluster1,35.0,9.0
2005,DR06,"Agriculture, Forestry, Fishing & Hunting",Services-Producing Sector,cluster1,575.0,6.0
2005,DR06,Mining & Oil & Gas Extraction,Services-Producing Sector,cluster2,10.0,0.0
2005,DR06,Utilities,Services-Producing Sector,cluster2,7.0,1.0
2005,DR06,Construction,Services-Producing Sector,cluster1,444.0,2.0
2005,DR06,Manufacturing,Services-Producing Sector,cluster2,85.0,12.0
2005,DR06,Wholesale Trade,Goods-Producing Sector,cluster2,122.0,0.0
2005,DR06,Retail Trade,Goods-Producing Sector,cluster1,409.0,14.0
2005,DR06,Transportation & Warehousing (48-49),Goods-Producing Sector,cluster2,292.0,8.0
2005,DR06,Information & Cultural Industries,Goods-Producing Sector,cluster1,41.0,0.0
2005,DR06,Finance & Insurance,Goods-Producing Sector,cluster1,90.0,2.0
2005,DR06,Real Estate & Rental & Leasing,Goods-Producing Sector,cluster1,209.0,0.0
2005,DR06,"Professional, Scientific & Technical Services",Goods-Producing Sector,cluster1,286.0,0.0
2005,DR06,Management of Companies & Enterprises,Goods-Producing Sector,cluster2,68.0,0.0
2005,DR06,"Admin. & Support, Waste Mgmt. & Remedtn.",Goods-Producing Sector,cluster1,176.0,1.0
2005,DR06,Educational Services,Goods-Producing Sector,cluster1,35.0,6.0
2005,DR06,Health Care & Social Assistance,Goods-Producing Sector,cluster1,172.0,13.0
2005,DR06,"Arts, Entertainment & Recreation",Goods-Producing Sector,cluster2,80.0,1.0
2005,DR06,Accommodation & Food Services,Goods-Producing Sector,cluster2,230.0,6.0
2005,DR06,Other Services (excl. Public Administration),Goods-Producing Sector,cluster2,282.0,0.0
